Anúncio,Ano,Edição,Página,Coluna(s) ocupadas,Número de Colunas,Orientação,Orientação (Original),# Linhas,Tamanho,Observação
o_unico_vinho_gigante,1884,78,4,2,1,↥,,,,
agua_florida_murray,1884,78,4,2,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,80,3,4,1,↥,,,,
agua_florida_murray,1884,80,3,4,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,80,3,4,1,↥,,,,
o_unico_vinho_gigante,1884,80,4,1,1,↥,,,,
chable_medecin_special,1884,80,4,2,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,82,3,3,1,↥,,,,
oleo_ducoux_garrafa_no_meio,1884,82,4,"3,4",2,↥,,,,
xarope_quina_laroche_ferruginoso,1884,82,4,5,1,↥,,,,
oleo_figado_bacalhau,1884,82,4,5,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,84,3,4,1,↥,,,,
peitoral_anacahuita,1884,84,3,4,1,↥,,,,
oleo_ducoux_comprido,1884,84,4,2,1,↥,,,,
agua_divina_e_goudray,1884,84,4,2,1,↥,,,,
exposicao_paris_cura_asma,1884,84,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,84,4,3,1,↥,,,,
chable_medecin_special,1884,84,4,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,86,3,3,1,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,86,4,"1,2",2,↥,,,,
xarope_laroche_moldura4quininhas,1884,86,4,"1,2",2,↥,,,,
pastilhas_gicquel,1884,88,4,"3,4",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,88,4,5,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,88,4,5,1,↥,,,,
tonico_oriental_cabello,1884,88,4,5,1,↥,,,,
molestias_peito_hypophosphitos,1884,90,3,4,1,↥,,,,
salsaparrilha_bristol,1884,90,3,5,1,↥,,,,
oleo_ducoux_comprido,1884,90,4,2,1,↥,,,,
chable_medecin_special,1884,90,4,3,1,↥,,,,
agua_divina_e_goudray,1884,90,4,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,90,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,92,3,3,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,92,3,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,92,3,4,1,↥,,,,
agua_florida_murray,1884,92,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,92,4,4,1,↥,,,,
o_unico_vinho_gigante,1884,92,4,4,1,↥,,,,
chable_medecin_special,1884,92,4,5,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,94,3,4,1,↥,,,,
oleo_ducoux_garrafa_no_meio,1884,94,4,"1,2",2,↥,,,,
xarope_quina_laroche_ferruginoso,1884,94,4,3,1,↥,,,,
tonico_oriental_cabello,1884,94,4,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,96,3,4,1,↥,,,,
chable_medecin_special,1884,96,4,1,1,↥,,,,
oleo_ducoux_comprido,1884,96,4,1,1,↥,,,,
agua_divina_e_goudray,1884,96,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,96,4,3,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,96,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,96,4,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,98,4,1,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,98,4,2,1,↥,,,,
xarope_laroche_moldura4quininhas,1884,98,4,"4,5",2,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,98,4,"4,5",2,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,98,4,4,1,↥,,,,
peitoral_cereja_ayer,1884,100,3,4,1,↥,,,,
tonico_oriental_cabello,1884,100,3,4,1,↥,,,,
pastilhas_gicquel,1884,100,4,"2,3",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,100,4,4,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,100,4,4,1,↥,,,,
contra_vermes_lombrigas,1884,102,3,3,1,↥,,,,
peitoral_cereja_ayer,1884,102,3,4,1,↥,,,,
salsaparrilha_bristol,1884,102,3,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,102,3,5,1,↥,,,,
o_unico_vinho,1884,102,4,1,1,↥,,,,
epilepsia_hysteria_convulsoes,1884,102,4,"2,3",2,↥,,,,
peitoral_cereja_ayer,1884,104,3,4,1,↥,,,,
vermifugo_b_a_fahnestock,1884,104,3,5,1,↤,↤,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,104,4,1,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,104,4,3,1,↥,,,,
CognackinA_inciais_gigantes,1884,104,4,"4,5",2,↥,,,,
contra_vermes_lombrigas,1884,104,4,4,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,104,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,104,4,5,1,↥,,,,
vigor_cabelo_ayer,1884,106,3,5,1,↥,,,,
tonico_oriental_cabello,1884,106,4,1,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,106,4,1,1,↥,,,,
contra_vermes_lombrigas,1884,106,4,2,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,106,4,3,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,106,4,3,1,↥,,,,
vigor_cabelo_ayer,1884,108,3,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,108,4,1,1,↦,↦,,,
cognackina_cognac_velho_ardura,1884,108,4,2,1,↦,↦,,,
contra_vermes_lombrigas,1884,108,4,3,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,108,4,4,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,110,4,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,110,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,112,3,3,1,↥,,,,
tonico_oriental_cabello,1884,112,3,4,1,↥,,,,
tonico_por_excellencia,1884,112,4,"1,2",2,↦,↦,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,112,4,4,1,↥,,,,
contra_vermes_lombrigas,1884,112,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,114,3,5,1,↥,,,,
salsaparrilha_bristol,1884,114,4,2,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,114,4,3,1,↥,,,,
contra_vermes_lombrigas,1884,114,4,3,1,↥,,,,
epilepsia_hysteria_convulsoes,1884,114,4,"4,5",2,↥,,,,
o_unico_vinho,1884,114,4,5,1,↥,,,,
contra_vermes_lombrigas,1884,116,3,4,1,↥,,,,
pilulas_catharticas_ayer,1884,116,3,4,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,116,3,5,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,116,4,1,1,↥,,,,
CognackinA_inciais_gigantes,1884,116,4,"2,3",2,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,116,4,5,1,↥,,,,
tonico_oriental_cabello,1884,118,3,3,1,↥,,,,
peitoral_cereja_ayer,1884,118,3,5,1,↥,,,,
contra_vermes_lombrigas,1884,118,4,1,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,118,4,2,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,118,4,4,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,118,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,120,3,3,1,↥,,,,
contra_vermes_lombrigas,1884,120,3,5,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,120,4,2,1,↦,↦,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,120,4,5,1,↥,,,,
agua_florida_murray,1884,120,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,122,3,3,1,↥,,,,
peitoral_cereja_ayer,1884,122,3,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,122,4,2,1,↦,↦,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,122,4,4,1,↥,,,,
grageas_depurativas_ioduradas_gilbert,1884,122,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,124,3,5,1,↥,,,,
grageas_depurativas_ioduradas_gilbert,1884,124,3,5,1,↥,,,,
tonico_oriental_cabello,1884,124,3,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,124,4,1,1,↥,,,,
tonico_por_excellencia,1884,124,4,"2,3,4",3,↥,,,,
molestias_peito_hypophosphitos,1884,126,3,4,1,↥,,,,
exposicao_paris_cura_asma,1884,126,3,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,126,3,5,1,↥,,,,
pilulas_catharticas_ayer,1884,126,3,5,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,126,4,"2,3,4",3,↥,,,,
chable_medecin_special,1884,126,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,128,4,1,1,↥,,,,
pilulas_catharticas_ayer,1884,128,4,2,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,128,4,3,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,128,4,4,1,↦,↦,,,
contra_vermes,1884,130,3,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,130,3,4,1,↥,,,,
tonico_oriental_cabello,1884,130,3,5,1,↥,,,,
xarope_zed_codeina_tolu,1884,130,4,1,1,↥,,,,
oleo_ducoux_comprido,1884,130,4,1,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,130,4,3,1,↥,,,,
chable_medecin_special,1884,130,4,3,1,↥,,,,
molestias_peito_hypophosphitos,1884,130,4,5,1,↥,,,,
salsaparrilha_bristol,1884,132,3,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,132,3,4,1,↥,,,,
chable_medecin_special,1884,132,4,2,1,↥,,,,
xarope_zed_codeina_tolu,1884,132,4,2,1,↥,,,,
o_unico_vinho_gigante,1884,132,4,4,1,↥,,,,
exposicao_paris_cura_asma,1884,132,4,5,1,↥,,,,
contra_vermes,1884,132,4,5,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,132,4,5,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,134,3,2,1,↥,,,,
pilulas_phosphato_ferro_quinino_strychinino,1884,134,3,3,1,↥,,,,
xarope_quina_laroche_ferruginoso,1884,134,4,1,1,↥,,,,
contra_vermes,1884,134,4,2,1,↥,,,,
oleo_ducoux_garrafa_no_meio,1884,134,4,"3,4",2,↥,,,,
peitoral_cereja_ayer,1884,136,3,2,1,↥,,,,
tonico_oriental_cabello,1884,136,3,3,1,↥,,,,
contra_vermes,1884,136,3,4,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,136,4,"1,2",2,↥,,,,
quina_laroche_elixir_vinoso_phosphatado_doisanjos,1884,136,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,136,4,4,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,136,4,4,1,↥,,,,
oleo_ducoux_comprido,1884,136,4,5,1,↥,,,,
molestias_peito_hypophosphitos,1884,136,4,5,1,↥,,,,
chable_medecin_special,1884,136,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,138,3,5,1,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,138,4,"1,2",2,↥,,,,
xarope_laroche_moldura4quininhas,1884,138,4,"4,5",2,↥,,,,
contra_vermes,1884,138,4,4,1,↥,,,,
peitoral_cereja_ayer,1884,138,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,140,3,5,1,↥,,,,
oleo_figado_bacalhau,1884,140,3,5,1,↥,,,,
pastilhas_gicquel,1884,140,4,"1,2",2,↥,,,,
cognackina_cognac_velho_ardura,1884,140,4,"3,4",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,140,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,142,3,5,1,↥,,,,
contra_vermes,1884,142,3,5,1,↥,,,,
CognackinA_inciais_gigantes,1884,142,4,"2,3",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,142,4,4,1,↥,,,,
peitoral_anacahuita,1884,142,4,4,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,142,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,144,3,4,1,↥,,,,
agua_florida_murray,1884,144,4,2,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,144,4,4,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,144,4,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,146,4,1,1,↥,,,,
peitoral_cereja_ayer,1884,146,4,2,1,↥,,,,
oleo_figado_bacalhau,1884,146,4,3,1,↥,,,,
oleo_ducoux_comprido,1884,148,4,1,1,↥,,,,
chable_medecin_special,1884,148,4,3,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,148,4,"4,5",2,↥,,,,
molestias_peito_hypophosphitos,1884,148,4,4,1,↥,,,,
salsaparrilha_bristol,1884,148,4,4,1,↥,,,,
pilulas_catharticas_ayer,1884,148,4,5,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,148,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,150,3,4,1,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,150,4,"1,2",2,↥,,,,
xarope_laroche_moldura4quininhas,1884,150,4,"1,2",2,↥,,,,
pilulas_catharticas_ayer,1884,152,3,4,1,↥,,,,
pastilhas_gicquel,1884,152,4,"1,2",2,↥,,,,
cognackina_cognac_velho_ardura,1884,152,4,"4,5",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,152,4,4,1,↥,,,,
tonico_oriental_cabello,1884,152,4,5,1,↥,,,,
salsaparrilha_bristol,1884,154,4,1,1,↥,,,,
o_unico_vinho,1884,154,4,3,1,↥,,,,
contra_vermes,1884,154,4,3,1,↥,,,,
epilepsia_hysteria_convulsoes,1884,154,4,"4,5",2,↥,,,,
peitoral_cereja_ayer,1884,156,4,1,1,↥,,,,
exposicao_paris_cura_asma,1884,156,4,1,1,↥,,,,
CognackinA_inciais_gigantes,1884,156,4,"1,2",2,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,156,4,2,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,156,4,2,1,↥,,,,
contra_vermes,1884,156,4,3,1,↥,,,,
tonico_oriental_cabello,1884,158,3,4,1,↥,,,,
chable_medecin_special,1884,158,4,1,1,↥,,,,
exposicao_paris_cura_asma,1884,158,4,1,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,158,4,2,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,158,4,3,1,↥,,,,
peitoral_cereja_ayer,1884,158,4,5,1,↥,,,,
tonico_oriental_cabello,1884,160,4,3,1,↥,,,,
peitoral_cereja_ayer,1884,160,4,3,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,160,4,"3,4,5",3,↥,,,,
contra_vermes,1884,160,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,162,3,3,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,162,3,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,162,4,"2,3,4",3,↥,,,,
contra_vermes,1884,162,4,3,1,↥,,,,
peitoral_cereja_ayer,1884,164,3,3,1,↥,,,,
tonico_por_excellencia,1884,164,4,"1,2,3",3,↥,,,,
tonico_oriental_cabello,1884,164,4,1,1,↥,,,,
vermifugo_b_a_fahnestock,1884,164,4,2,1,↦,↦,,,
grageas_depurativas_ioduradas_gilbert,1884,164,4,4,1,↥,,,,
contra_vermes,1884,164,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,166,3,5,1,↥,,,,
salsaparrilha_bristol,1884,166,4,1,1,↥,,,,
epilepsia_hysteria_convulsoes,1884,166,4,"2,3",2,↥,,,,
o_unico_vinho,1884,166,4,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,168,3,3,1,↥,,,,
peitoral_cereja_ayer,1884,168,3,4,1,↥,,,,
oleo_figado_bacalhau,1884,168,3,4,1,↥,,,,
vermifugo_b_a_fahnestock,1884,168,3,5,1,↦,↦,,,
CognackinA_inciais_gigantes,1884,168,4,"1,2",2,↥,,,,
grageas_xarope_depurativos_iodurados,1884,168,4,1,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,168,4,3,1,↥,,,,
contra_vermes,1884,168,4,3,1,↥,,,,
tonico_oriental_cabello,1884,170,4,1,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,170,4,3,1,↥,,,,
contra_vermes,1884,170,4,3,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,170,4,4,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,170,4,4,1,↥,,,,
vermifugo_b_a_fahnestock,1884,170,4,5,1,↦,↦,,,
peitoral_cereja_ayer,1884,172,3,4,1,↥,,,,
salsaparrilha_bristol,1884,172,4,2,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,172,4,2,1,↥,,,,
contra_vermes,1884,172,4,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,172,4,"3,4,5",3,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,174,3,4,1,↥,,,,
peitoral_cereja_ayer,1884,174,3,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,174,4,"3,4,5",3,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,174,4,5,1,↥,,,,
peitoral_cereja_ayer,1884,176,3,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,176,4,1,1,↥,,,,
tonico_por_excellencia,1884,176,4,"2,3,4",3,↥,,,,
tonico_oriental_cabello,1884,176,4,2,1,↥,,,,
vermifugo_b_a_fahnestock,1884,176,4,4,1,↤,↤,,,
grageas_depurativas_ioduradas_gilbert,1884,176,4,5,1,↥,,,,
contra_vermes,1884,178,3,2,1,↥,,,,
peitoral_cereja_ayer,1884,178,3,4,1,↥,,,,
salsaparrilha_bristol,1884,178,3,5,1,↥,,,,
molestias_peito_hypophosphitos,1884,178,4,1,1,↥,,,,
chable_medecin_special,1884,178,4,2,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,178,4,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,178,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,178,4,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,178,4,"3,4,5",3,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,180,3,4,1,↥,,,,
peitoral_cereja_ayer,1884,180,3,4,1,↥,,,,
xarope_zed_codeina_tolu,1884,180,4,1,1,↥,,,,
oleo_ducoux_comprido,1884,180,4,2,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,180,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,180,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,180,4,3,1,↥,,,,
chable_medecin_special,1884,180,4,5,1,↥,,,,
tonico_oriental_cabello,1884,182,3,5,1,↥,,,,
o_unico_vinho_gigante,1884,182,4,1,1,↥,,,,
chable_medecin_special,1884,182,4,2,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,182,4,2,1,↥,,,,
xarope_zed_codeina_tolu,1884,182,4,2,1,↥,,,,
vigor_cabelo_ayer,1884,182,4,3,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,182,4,3,1,↥,,,,
exposicao_paris_cura_asma,1884,182,4,3,1,↥,,,,
vermifugo_b_a_fahnestock,1884,182,5,2,1,↤,↤,,,
gonorrheas_novo,1884,182,5,3,1,↥,,,,
novo_medicamento_para_cura_molestias_figado,1884,182,5,3,1,↥,,,,
para_molestias_dos_pulmoes,1884,182,5,3,1,↥,,,,
maltina_extracto_cevada,1884,184,5,2,1,↥,,,,
gonorrheas_novo,1884,184,5,2,1,↥,,,,
vigor_cabelo_ayer,1884,184,5,2,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,184,5,2,1,↥,,,,
novo_medicamento_para_cura_molestias_figado,1884,182,5,4,1,↥,,,,
para_molestias_dos_pulmoes,1884,182,5,4,1,↥,,,,
vermifugo_b_a_fahnestock,1884,182,5,5,1,↤,↤,,,
oleo_ducoux_garrafa_no_meio,1884,184,6,"4,5",2,↥,,,,
agua_florida_murray,1884,184,6,5,1,↥,,,,
xarope_laroche_moldura4quininhas,1884,184,6,"4,5",2,↥,,,,
syphilis_e_darthos,1884,186,4,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,186,5,2,1,↥,,,,
vigor_cabelo_ayer,1884,186,5,3,1,↥,,,,
gonorrheas_novo,1884,186,5,4,1,↥,,,,
novo_medicamento_para_cura_molestias_figado,1884,186,5,5,1,↥,,,,
para_molestias_dos_pulmoes,1884,186,5,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,186,5,5,1,↥,,,,
oleo_ducoux_comprido,1884,186,6,3,1,↥,,,,
molestias_peito_hypophosphitos,1884,186,6,3,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,186,6,"4,5",2,↥,,,,
chable_medecin_special,1884,186,6,5,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,186,6,5,1,↥,,,,
xarope_laroche_moldura4quininhas,1884,188,4,"2,3",2,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,188,4,"4,5",2,↥,,,,
gonorrheas_novo,1884,188,4,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,188,4,4,1,↥,,,,
peitoral_anacahuita,1884,188,4,5,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,190,4,1,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,190,4,1,1,↥,,,,
phenol_sodico_veiga,1884,190,4,1,1,↥,,,,
pastilhas_gicquel,1884,190,4,"2,3",2,↥,,,,
pilulas_catharticas_ayer,1884,190,4,4,1,↥,,,,
agua_florida_murray,1884,190,4,5,1,↥,,,,
syphilis_e_darthos,1884,190,4,5,1,↥,,,,
cognackina_cognac_velho_ardura,1884,190,4,"4,5",2,↥,,,,
oleo_ducoux_comprido,1884,192,4,1,1,↥,,,,
xarope_zed_codeina_tolu,1884,192,4,1,1,↥,,,,
chable_medecin_special,1884,192,4,2,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,192,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,192,4,3,1,↥,,,,
phenol_sodico_veiga,1884,192,4,3,1,↥,,,,
pilulas_catharticas_ayer,1884,192,4,4,1,↥,,,,
syphilis_e_darthos,1884,192,4,4,1,↥,,,,
exposicao_paris_cura_asma,1884,192,4,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,194,3,2,1,↥,,,,
xarope_contra_a_coqueluche,1884,194,3,3,1,↥,,,,
peitoral_anacahuita,1884,194,3,5,1,↥,,,,
gonorrheas_novo,1884,194,4,3,1,↥,,,,
o_unico_vinho_gigante,1884,194,4,4,1,↥,,,,
xarope_zed_codeina_tolu,1884,194,4,4,1,↥,,,,
chable_medecin_special,1884,194,4,4,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,194,4,5,1,↥,,,,
phenol_sodico_veiga,1884,194,4,5,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,194,4,5,1,↥,,,,
maltina_extracto_cevada,1884,194,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,196,3,1,1,↥,,,,
agua_florida_murray,1884,196,3,1,1,↥,,,,
xarope_laroche_moldura4quininhas,1884,196,3,"2,3",2,↥,,,,
vermifugo_b_a_fahnestock,1884,196,3,4,1,↤,↤,,,
maltina_extracto_cevada,1884,196,3,4,1,↥,,,,
oleo_ducoux_garrafa_no_meio,1884,196,4,"1,2",2,↥,,,,
xarope_contra_a_coqueluche,1884,196,4,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,196,4,5,1,↥,,,,
syphilis_e_darthos,1884,196,4,5,1,↥,,,,
phenol_sodico_veiga,1884,196,4,5,1,↥,,,,
oleo_figado_bacalhau,1884,198,3,4,1,↥,,,,
exposicao_paris_cura_asma,1884,198,3,5,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,198,4,"1,2",2,↥,,,,
xarope_contra_a_coqueluche,1884,198,4,1,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,198,4,2,1,↥,,,,
phenol_sodico_veiga,1884,198,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,198,4,3,1,↥,,,,
chable_medecin_special,1884,198,4,3,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,198,4,4,1,↥,,,,
oleo_ducoux_comprido,1884,198,4,4,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,198,4,5,1,↥,,,,
syphilis_e_darthos,1884,198,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,198,4,5,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,200,3,2,1,↥,,,,
maltina_extracto_cevada,1884,200,3,2,1,↥,,,,
gonorrheas_novo,1884,200,3,3,1,↥,,,,
syphilis_e_darthos,1884,200,3,3,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,200,3,4,1,↥,,,,
pilulas_catharticas_ayer,1884,200,4,1,1,↥,,,,
phenol_sodico_veiga,1884,200,4,1,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,200,4,1,1,↥,,,,
xarope_contra_a_coqueluche,1884,200,4,1,1,↥,,,,
vinho_extracto_figado_bacalhao_chevrier,1884,200,4,"2,3",2,↥,,,,
xarope_laroche_moldura4quininhas,1884,200,4,"2,3",2,↥,,,,
pilulas_catharticas_ayer,1884,202,3,3,1,↥,,,,
xarope_contra_a_coqueluche,1884,202,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,202,3,5,1,↥,,,,
salsaparrilha_bristol,1884,202,4,1,1,↥,,,,
phenol_sodico_veiga,1884,202,4,1,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,202,4,2,1,↥,,,,
syphilis_e_darthos,1884,202,4,2,1,↥,,,,
gonorrheas_novo,1884,202,4,2,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,202,4,3,1,↥,,,,
pastilhas_gicquel,1884,202,4,"4,5",2,↥,,,,
pilulas_catharticas_ayer,1884,204,3,5,1,↥,,,,
tonico_oriental_cabello,1884,204,3,5,1,↥,,,,
injeccao_grimault_com_matico,1884,204,4,"1,2",2,↥,,,,
nao_mais_figado_rabano_iodado,1884,204,4,"2,3",2,↥,,,,
gonorrheas_novo,1884,204,4,3,1,↥,,,,
syphilis_e_darthos,1884,206,3,4,1,↥,,,,
peitoral_anacahuita,1884,206,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,206,3,5,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,206,3,5,1,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,206,4,"1,2,3",3,↥,,,,
xarope_quina_ferro_grimault,1884,206,4,"1,2,3",3,↥,,,,
xarope_contra_a_coqueluche,1884,206,4,3,1,↥,,,,
sandalo_midy,1884,206,4,"4,5",2,↥,,,,
phenol_sodico_veiga,1884,206,4,4,1,↥,,,,
