Anúncio,Ano,Edição,Página,Coluna(s) ocupadas,Número de Colunas,Orientação,Orientação (Original),# Linhas,Tamanho,Observação
agua_florida_murray,1884,208,3,4,1,↥,,,,
pilulas_catharticas_ayer,1884,208,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,208,3,5,1,↥,,,,
syphilis_e_darthos,1884,208,4,1,1,↥,,,,
xarope_zed_codeina_tolu,1884,208,4,1,1,↥,,,,
grageas_xarope_depurativos_iodurados,1884,208,4,2,1,↥,,,,
phenol_sodico_veiga,1884,208,4,2,1,↥,,,,
gonorrheas_novo,1884,208,4,4,1,↥,,,,
ferro_leras,1884,208,4,"3, 4,5",3,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,210,3,3,1,↥,,,,
pilulas_catharticas_ayer,1884,210,3,3,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,210,3,3,1,↥,,,,
syphilis_e_darthos,1884,210,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,210,3,4,1,↥,,,,
gonorrheas_novo,1884,210,4,1,1,↥,,,,
phenol_sodico_veiga,1884,210,4,1,1,↥,,,,
xarope_contra_a_coqueluche,1884,210,4,1,1,↥,,,,
nao_mais_figado_rabano_iodado,1884,210,4,"2,3,4",3,↥,,,,
injeccao_grimault_com_matico,1884,210,4,"2,3",2,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,210,4,"2,3,4",3,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,210,4,5,1,↥,,,,
peitoral_anacahuita,1884,212,3,3,1,↥,,,,
vigor_cabelo_ayer,1884,212,3,4,1,↥,,,,
gonorrheas_novo,1884,212,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,212,3,4,1,↥,,,,
syphilis_e_darthos,1884,212,4,1,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,212,4,3,1,↥,,,,
xarope_quina_ferro_grimault,1884,212,4,"2,3,4",3,↥,,,,
capsulas_de_grimault_com_matico,1884,212,4,"4,5",2,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,212,4,4,1,↥,,,,
xarope_contra_a_coqueluche,1884,212,4,4,1,↥,,,,
phenol_sodico_veiga,1884,212,4,5,1,↥,,,,
phenol_sodico_veiga,1884,214,3,2,1,↥,,,,
quina_laroche_elixir_vinoso_phosphatado_doisanjos,1884,214,3,3,1,↥,,,,
vigor_cabelo_ayer,1884,214,3,4,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,214,3,4,1,↥,,,,
agua_florida_murray,1884,214,4,1,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,214,4,1,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,214,4,1,1,↥,,,,
gonorrheas_novo,1884,214,4,2,1,↥,,,,
ferro_leras,1884,214,4,"3,4,5",3,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,216,3,4,1,↥,,,,
oleo_figado_bacalhau,1884,216,3,4,1,↥,,,,
novo_medicamento_para_cura_molestias_figado,1884,216,3,5,1,↥,,,,
para_molestias_dos_pulmoes,1884,216,3,5,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,216,4,1,1,↥,,,,
maltina_extracto_cevada,1884,216,4,1,1,↥,,,,
injeccao_grimault_com_matico,1884,216,4,"2,3",2,↥,,,,
nao_mais_figado_rabano_iodado,1884,216,4,"2,3,4",3,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,216,4,4,1,↥,,,,
gonorrheas_novo,1884,216,4,5,1,↥,,,,
xarope_contra_a_coqueluche,1884,216,4,5,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,216,4,5,1,↥,,,,
vigor_cabelo_ayer,1884,218,3,1,1,↥,,,,
peitoral_anacahuita,1884,218,3,1,1,↥,,,,
phenol_sodico_veiga,1884,218,3,2,1,↥,,,,
xarope_contra_a_coqueluche,1884,218,3,2,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,218,3,2,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,218,3,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,218,3,3,1,↥,,,,
molestias_de_pelle_junta_central_hygiene_brazil,1884,218,4,"2,3",2,↥,,,,
injeccao_grimault_com_matico,1884,218,4,"2,3",2,↥,,,,
xarope_quina_ferro_grimault,1884,218,4,"2,3,4",3,↥,,,,
asthma_oppressao_nevralgias,1884,218,4,"4,5",2,↥,,,,
gonorrheas_novo,1884,218,4,5,1,↥,,,,
enfermidades_secretas_PILULAS_KAVA,1884,218,4,5,1,↥,,,,
gonorrheas_novo,1884,220,3,2,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,220,3,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulas_pilulascontravermes,1884,220,3,4,1,↥,,,,
vigor_cabelo_ayer,1884,220,3,5,1,↥,,,,
phenol_sodico_veiga,1884,220,3,5,1,↥,,,,
xarope_contra_a_coqueluche,1884,220,3,5,1,↥,,,,
xarope_zed_codeina_tolu,1884,220,4,1,1,↥,,,,
ferro_leras,1884,220,4,"2,3,4",3,↥,,,,
grageas_xarope_depurativos_iodurados,1884,220,4,4,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,222,4,1,1,↥,,,,
nao_mais_figado_rabano_iodado,1884,222,4,"2,3,4",3,↥,,,,
injeccao_grimault_com_matico,1884,222,4,"2,3",2,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,222,4,"2,3,4",3,↥,,,,
peitoral_anacahuita,1884,224,3,1,1,↥,,,,
gonorrheas_novo,1884,224,3,2,1,↥,,,,
productos_pharmaceuticos_licor_pilulassulphurosas,1884,224,3,2,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,224,3,3,1,↥,,,,
pilulas_contra_vermes,1884,224,3,4,1,↥,,,,
xarope_contra_a_coqueluche,1884,224,3,4,1,↥,,,,
xarope_quina_ferro_grimault,1884,224,4,"2,3,4",3,↥,,,,
capsulas_de_grimault_com_matico,1884,224,4,"2,3",2,↥,,,,
vigor_cabelo_ayer,1884,226,3,4,1,↥,,,,
agua_florida_murray,1884,226,3,4,1,↥,,,,
xarope_contra_a_coqueluche,1884,226,3,5,1,↥,,,,
pastilhas_peitoraes_2_colunas,1884,226,4,1,1,↥,,,,
grageas_depurativas_ioduradas_gilbert,1884,226,4,1,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,226,4,"1,2",2,↥,,,,
pilulas_contra_vermes,1884,226,4,2,1,↥,,,,
purgativo_julien_confeito_vegetal,1884,226,4,"3,4,5",3,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,226,4,5,1,↥,,,,
exposicao_paris_cura_asma,1884,228,3,2,1,↥,,,,
contra_vermes_pilulas_dr_penalva,1884,228,3,4,1,↥,,,,
pilulas_catharticas_ayer,1884,228,3,5,1,↥,,,,
oleo_figado_bacalhau,1884,228,3,5,1,↥,,,,
phenol_sodico_veiga,1884,228,4,1,1,↥,,,,
xarope_contra_a_coqueluche,1884,228,4,1,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,228,4,"2,3,4",3,↥,,,,
epilepsia_hysteria_convulsoes,1884,228,4,"2,3",2,↥,,,,
chable_medecin_special,1884,228,4,4,1,↥,,,,
maltina_extracto_cevada,1884,228,4,4,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,230,3,2,1,↥,,,,
peitoral_anacahuita,1884,230,3,3,1,↥,,,,
maltina_extracto_cevada,1884,230,4,1,1,↥,,,,
phenol_sodico_veiga,1884,230,4,2,1,↥,,,,
productos_pharmaceuticos_licor_pilulassulphurosas,1884,230,4,2,1,↥,,,,
xarope_contra_a_coqueluche,1884,230,4,2,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,230,4,4,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,232,3,1,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,232,3,3,1,↥,,,,
productos_pharmaceuticos_licor_pilulassulphurosas,1884,232,3,3,1,↥,,,,
xarope_contra_a_coqueluche,1884,232,3,3,1,↥,,,,
agua_florida_murray,1884,232,3,4,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,232,3,4,1,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,232,4,"2,3,4",3,↥,,,,
sandalo_midy,1884,232,4,"2,3",2,↥,,,,
sulfato_quinina_pelletier,1884,232,4,"2,3,4",3,↥,,,,
exposicao_paris_cura_asma,1884,234,3,3,1,↥,,,,
gonorrheas_novo,1884,234,3,4,1,↥,,,,
chable_medecin_special,1884,234,4,2,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,234,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,234,4,2,1,↥,,,,
pilulas_contra_vermes,1884,234,4,2,1,↥,,,,
xarope_massa,1884,234,4,"3,4",2,↥,,,,
ferro_girard,1884,234,4,"4,5",2,↥,,,,
verdadeiro_purgativo_le_roy,1884,234,4,5,1,↥,,,,
productos_pharmaceuticos_licor_pilulassulphurosas,1884,236,3,3,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,236,3,3,1,↥,,,,
pilulas_contra_vermes,1884,236,3,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,236,3,5,1,↥,,,,
pastilhas_gicquel,1884,236,4,"2,3",2,↥,,,,
cognackina_cognac_velho_ardura,1884,236,4,"2,3",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,236,4,3,1,↥,,,,
gonorrheas_novo,1884,236,4,3,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,236,4,4,1,↥,,,,
contra_vermes,1884,238,2,5,1,↥,,,,
productos_pharmaceuticos_licor_pilulassulphurosas,1884,238,3,1,1,↥,,,,
pilulas_contra_vermes,1884,238,3,2,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,238,3,3,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,238,3,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,238,3,5,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,238,4,1,1,↥,,,,
purgativo_julien_confeito_vegetal,1884,238,4,"3,4,5",3,↥,,,,
pastilhas_peitoraes_2_colunas,1884,238,4,"3,4",2,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,238,4,"3,4,5",3,↥,,,,
tonico_oriental_cabello,1884,240,3,4,1,↥,,,,
vigor_cabelo_ayer,1884,240,3,5,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,240,4,2,1,↥,,,,
chable_medecin_special,1884,240,4,2,1,↥,,,,
molestias_peito_hypophosphitos,1884,240,4,2,1,↥,,,,
exposicao_paris_cura_asma,1884,240,4,5,1,↥,,,,
xarope_massa,1884,240,4,"3,4",2,↥,,,,
ferro_girard,1884,240,4,"3,4",2,↥,,,,
verdadeiro_purgativo_le_roy,1884,240,4,3,1,↥,,,,
maltina_extracto_cevada,1884,240,4,4,1,↥,,,,
contra_vermes,1884,242,3,3,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,242,4,1,1,↥,,,,
vigor_cabelo_ayer,1884,242,4,2,1,↥,,,,
pastilhas_gicquel,1884,242,4,"3,4",2,↥,,,,
cognackina_cognac_velho_ardura,1884,242,4,"3,4",2,↥,,,,
gonorrheas_novo,1884,242,4,4,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,242,4,5,1,↥,,,,
salsaparrilha_bristol,1884,242,4,5,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,244,3,4,1,↥,,,,
vigor_cabelo_ayer,1884,244,3,5,1,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,244,4,"2,3,4",3,↥,,,,
contra_vermes,1884,244,4,4,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,246,3,"4,5",2,↥,,,,
molestias_de_pelle_junta_central_hygiene_brazil,1884,246,3,"4,5",2,↥,,,,
tonico_oriental_cabello,1884,246,3,4,1,↥,,,,
enfermidades_secretas_PILULAS_KAVA,1884,246,3,5,1,↥,,,,
atauba_sabyra_grande_depurativo,1884,246,4,"1,2",2,↥,,,,
xarope_quina_ferro_grimault,1884,246,4,"1,2,3",3,↥,,,,
capsulas_de_grimault_com_matico,1884,246,4,"1,2",2,↥,,,,
asthma_oppressao_nevralgias,1884,246,4,"1,2",2,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,246,4,4,1,↥,,,,
contra_vermes,1884,246,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,248,3,4,1,↥,,,,
xarope_quina_ferro_grimault,1884,248,4,"2,3,4",3,↥,,,,
atauba_sabyra_grande_depurativo,1884,248,4,"2,3",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,248,4,"2,3",2,↥,,,,
capsulas_de_grimault_com_matico,1884,248,4,"2,3",2,↥,,,,
contra_vermes,1884,248,4,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,248,4,4,1,↥,,,,
contra_vermes,1884,250,3,4,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,250,3,5,1,↥,,,,
pastilhas_peitoraes_2_colunas,1884,250,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,250,4,"1,2",2,↥,,,,
purgativo_julien_confeito_vegetal,1884,250,4,"1,2,3",3,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,250,4,"1,2,3",3,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,250,4,5,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,252,3,3,1,↥,,,,
ferro_girard,1884,252,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,252,4,"1,2",2,↥,,,,
xarope_massa,1884,252,4,"1,2",2,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,252,4,3,1,↥,,,,
chable_medecin_special,1884,252,4,3,1,↥,,,,
molestias_peito_hypophosphitos,1884,252,4,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,254,3,2,1,↥,,,,
contra_vermes,1884,254,3,3,1,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,254,4,"2,3,4",3,↥,,,,
sulfato_quinina_pelletier,1884,254,4,"2,3,4",3,↥,,,,
atauba_sabyra_grande_depurativo,1884,254,4,"3,4",2,↥,,,,
sandalo_midy,1884,254,4,"4,5",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,254,4,"4,5",2,↥,,,,
contra_vermes,1884,256,3,3,1,↥,,,,
nao_mais_figado_rabano_iodado,1884,256,4,"2,3,4",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,256,4,"2,3",2,↥,,,,
injeccao_grimault_com_matico,1884,256,4,"2,3",2,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,256,4,4,1,↥,,,,
peitoral_cereja_ayer,1884,258,3,2,1,↥,,,,
tonico_oriental_cabello,1884,258,3,2,1,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,258,3,3,1,↥,,,,
pos_anti_hemorrhoidarios,1884,258,3,4,1,↥,,,,
gonorrheas_novo,1884,258,4,1,1,↥,,,,
contra_vermes,1884,258,4,1,1,↥,,,,
enfermidades_secretas_PILULAS_KAVA,1884,258,4,2,1,↥,,,,
preparacoes_pharmaceuticos_moreira_magalhaes,1884,258,4,2,1,↥,,,,
xarope_quina_ferro_grimault,1884,258,4,"3,4,5",3,↥,,,,
verdadeiro_purgativo_le_roy,1884,258,4,3,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,258,4,"4,5",2,↥,,,,
capsulas_de_grimault_com_matico,1884,258,4,"4,5",2,↥,,,,
gonorrheas_novo,1884,260,3,3,1,↥,,,,
salsaparrilha_bristol,1884,260,3,3,1,↥,,,,
ferro_leras,1884,260,4,"1,2,3",3,↥,,,,
preparacao_pharmaceuticos_a_feydit,1884,260,4,3,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,260,4,"4,5",2,↥,,,,
xarope_zed_codeina_tolu,1884,260,4,4,1,↥,,,,
contra_vermes,1884,260,4,4,1,↥,,,,
peitoral_cereja_ayer,1884,260,4,5,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,260,4,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,262,3,3,1,↥,,,,
contra_vermes,1884,262,3,5,1,↥,,,,
peitoral_cereja_ayer,1884,262,4,2,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,262,4,3,1,↥,,,,
ferro_girard,1884,262,4,"4,5",2,↥,,,,
xarope_massa,1884,262,4,"4,5",2,↥,,,,
tonico_oriental_cabello,1884,264,3,4,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,264,3,4,1,↥,,,,
xarope_quina_ferro_grimault,1884,264,4,"1,2,3",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,264,4,"1,2",2,↥,,,,
capsulas_de_grimault_com_matico,1884,264,4,"1,2",2,↥,,,,
contra_vermes,1884,264,4,3,1,↥,,,,
pilulas_catharticas_ayer,1884,264,4,5,1,↥,,,,
contra_vermes,1884,264,4,5,1,↥,,,,
contra_vermes,1884,266,3,3,1,↥,,,,
xarope_massa,1884,266,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,266,4,"1,2",2,↥,,,,
pastilhas_peitoraes_2_colunas,1884,266,4,"1,2",2,↥,,,,
ferro_leras,1884,266,4,"3,4,5",3,↥,,,,
pilulas_catharticas_ayer,1884,266,4,4,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,266,4,4,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,268,4,"2,3",2,↥,,,,
nao_mais_figado_rabano_iodado,1884,268,4,"2,3,4",3,↥,,,,
gonorrheas_novo,1884,268,4,3,1,↥,,,,
injeccao_grimault_com_matico,1884,268,4,"4,5",2,↥,,,,
pilulas_catharticas_ayer,1884,268,4,5,1,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,268,4,5,1,↥,,,,
tonico_oriental_cabello,1884,270,3,5,1,↥,,,,
molestias_de_pelle_junta_central_hygiene_brazil,1884,270,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,270,4,"1,2",2,↥,,,,
xarope_quina_ferro_grimault,1884,270,4,"3,4,5",3,↥,,,,
capsulas_de_grimault_com_matico,1884,270,4,"3,4",2,↥,,,,
vigor_cabelo_ayer,1884,270,4,5,1,↥,,,,
vigor_cabelo_ayer,1884,272,3,5,1,↥,,,,
agua_florida_murray,1884,272,3,5,1,↥,,,,
ferro_leras,1884,272,4,"3,4,5",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,272,4,"3,4",2,↥,,,,
xarope_zed_codeina_tolu,1884,272,4,5,1,↥,,,,
pos_anti_hemorrhoidarios,1884,274,4,1,1,↥,,,,
nao_mais_figado_rabano_iodado,1884,274,4,"2,3,4",3,↥,,,,
injeccao_grimault_com_matico,1884,274,4,"3,4",2,↥,,,,
vigor_cabelo_ayer,1884,274,4,4,1,↥,,,,
gonorrheas_novo,1884,274,4,5,1,↥,,,,
contra_vermes,1884,274,4,5,1,↥,,,,
vigor_cabelo_ayer,1884,276,3,5,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,276,4,"2,3",2,↥,,,,
capsulas_de_grimault_com_matico,1884,276,4,"4,5",2,↥,,,,
xarope_massa,1884,276,4,"4,5",2,↥,,,,
maltina_extracto_cevada,1884,278,4,5,1,↥,,,,
gonorrheas_novo,1884,278,4,5,1,↥,,,,
quina_laroche_entre_duas_moedas,1884,278,5,"3,4",2,↥,,,,
pos_anti_hemorrhoidarios,1884,278,5,3,1,↥,,,,
salsaparrilha_bristol,1884,278,5,5,1,↥,,,,
purgativo_julien_confeito_vegetal,1884,278,6,"1,2,3",3,↥,,,,
contra_vermes,1884,278,6,3,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,278,6,"4,5",2,↥,,,,
pastilhas_peitoraes_2_colunas,1884,278,6,"4,5",2,↥,,,,
vigor_cabelo_ayer,1884,278,6,4,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,278,6,5,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,280,3,5,1,↥,,,,
gonorrheas_novo,1884,280,3,5,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,280,4,"1,2,3",3,↥,,,,
verdadeiro_purgativo_le_roy,1884,280,4,1,1,↥,,,,
oleo_ducoux_comprido,1884,280,4,2,1,↥,,,,
vigor_cabelo_ayer,1884,280,4,3,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,280,4,5,1,↥,,,,
contra_vermes,1884,282,4,1,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,282,4,"2,3,4",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,282,4,"3,4",2,↥,,,,
oleo_ducoux_comprido,1884,282,4,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,282,4,5,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,282,4,5,1,↥,,,,
pilulas_catharticas_ayer,1884,284,3,2,1,↥,,,,
gonorrheas_novo,1884,284,3,5,1,↥,,,,
verdadeiro_purgativo_le_roy,1884,284,4,1,1,↥,,,,
exposicao_paris_cura_asma,1884,284,4,2,1,↥,,,,
contra_vermes,1884,284,4,2,1,↥,,,,
ferro_girard,1884,284,4,"3,4",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,284,4,"3,4",2,↥,,,,
xarope_massa,1884,284,4,"3,4",2,↥,,,,
asthma_oppressao_nevralgias,1884,284,4,"3,4",2,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,286,3,2,1,↥,,,,
pilulas_vegeates_assucaradas_bristol,1884,286,3,5,1,↥,,,,
sulfato_quinina_pelletier,1884,286,4,"1,2,3",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,286,4,"1,2",2,↥,,,,
sandalo_midy,1884,286,4,"1,2",2,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,286,4,"1,2,3",3,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,286,4,4,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,288,3,3,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,288,3,4,1,↥,,,,
pastilhas_peitoraes_2_colunas,1884,288,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,288,4,"1,2",2,↥,,,,
verdadeiros_graos_de_saude,1884,288,4,"1,2",2,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,288,4,"3,4,5",3,↥,,,,
purgativo_julien_confeito_vegetal,1884,288,4,"3,4,5",3,↥,,,,
verdadeiro_purgativo_le_roy,1884,288,4,5,1,↥,,,,
peitoral_anacahuita,1884,290,3,3,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,290,3,4,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,290,3,5,1,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,290,4,"1,2",2,↥,,,,
ferro_girard,1884,290,4,"1,2",2,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,290,4,2,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,290,4,"3,4,5",3,↥,,,,
xarope_massa,1884,290,4,"3,4",2,↥,,,,
gonorrheas_novo,1884,292,3,2,1,↥,,,,
extracto_composto_salsaparrilha_ayer,1884,292,3,2,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,292,3,2,1,↥,,,,
salsaparrilha_bristol,1884,292,3,3,1,↥,,,,
sulfato_quinina_pelletier,1884,292,4,"1,2,3",3,↥,,,,
sandalo_midy,1884,292,4,"1,2",2,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,292,4,"1,2",2,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,292,4,"3,4,5",3,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,294,4,"1,2,3",3,↥,,,,
pilulas_anti_blenorrhagicas,1884,294,4,3,1,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,294,4,3,1,↥,,,,
injeccao_anti_blenorrhagica,1884,294,4,4,1,↥,,,,
vigor_cabelo_ayer,1884,294,4,5,1,↥,,,,
morphea_morphea,1884,296,3,"4,5",2,↥,,,,
febre_intermittente,1884,296,3,4,1,↥,,,,
pilulas_anti_blenorrhagicas,1884,296,3,4,1,↥,,,,
salsaparrilha_bristol,1884,296,4,1,1,↥,,,,
nao_mais_figado_rabano_iodado,1884,296,4,"2,3,4",3,↥,,,,
vermouthina_substitutiva_agua_ingleza,1884,296,4,"4,5",2,↥,,,,
chlorose_anemias_cores_FERRO_BRAVAIS,1884,296,4,4,1,↥,,,,
gonorreheas_sao_curadas_sem_risco,1884,296,4,4,1,↥,,,,
injeccao_grimault_com_matico,1884,296,4,"4,5",2,↥,,,,
vigor_cabelo_ayer,1884,298,3,3,1,↥,,,,
injeccao_anti_blenorrhagica,1884,298,3,3,1,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,298,3,5,1,↥,,,,
sulfato_quinina_pelletier,1884,298,4,"1,2,3",3,↥,,,,
vinho_xarope_dusart_moldura_quadrada,1884,298,4,"1,2,3",3,↥,,,,
pastilhas_peitoraes_2_colunas,1884,298,4,"4,5",2,↥,,,,
morphea_morphea,1884,298,4,"4,5",2,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,300,3,4,1,↥,,,,
pilulas_anti_blenorrhagicas,1884,300,3,5,1,↥,,,,
purgativo_julien_confeito_vegetal,1884,300,4,"1,2,3",3,↥,,,,
pastilhas_peitoraes_2_colunas,1884,300,4,"1,2",2,↥,,,,
vinho_peptona_pepsica_chapoteaut,1884,300,4,"1,2,3",3,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,300,4,3,1,↥,,,,
peitoral_cereja_ayer,1884,300,4,3,1,↥,,,,
ferro_girard,1884,300,4,"4,5",2,↥,,,,
morphea_morphea,1884,300,4,"4,5",2,↥,,,,
peitoral_cereja_ayer,1884,302,3,4,1,↥,,,,
cores_pallidas_anemia_ferro_bravais,1884,302,4,"1,2,3",3,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,302,4,3,1,↥,,,,
pilulas_anti_blenorrhagicas,1884,302,4,3,1,↥,,,,
injeccao_anti_blenorrhagica,1884,302,4,4,1,↥,,,,
xarope_massa,1884,302,4,"4,5",2,↥,,,,
ferro_girard,1884,302,4,"4,5",2,↥,,,,
morphea_morphea,1884,302,4,"4,5",2,↥,,,,
gonorreheas_sao_curadas_sem_risco,1884,304,3,3,1,↥,,,,
cura_gonorrhea_sem_massantes_injecoes,1884,304,3,4,1,↥,,,,
peitoral_cereja_ayer,1884,304,3,5,1,↥,,,,
productos_pharmaceuticos_pilulas_vermifugas,1884,304,3,3,1,↥,,,,
pastilhas_peitoraes_2_colunas,1884,304,4,"1,2",2,↥,,,,
oleo_figado_bacalhau,1884,304,4,2,1,↥,,,,
gonorrheas_novo,1884,304,4,2,1,↥,,,,
sandalo_midy,1884,304,4,"3,4",2,↥,,,,
purgativo_julien_confeito_vegetal,1884,304,4,"3,4,5",3,↥,,,,
pilulas_anti_blenorrhagicas,1884,304,4,5,1,↥,,,,
pos_elixir_dentifricios,1884,304,4,5,1,↥,,,,
pilulas_anti_blenorrhagicas,1884,306,3,2,1,↥,,,,
